product_id,name,description,content_url,price,release_date,1,site_url
210,이화에스엠피 스포틀러 EVA 폼롤러 필라테스 종아리 요가 하드 마사지 미니 스트레칭 운동,"형태 : 원형재질 : EVA지름 : 10cm길이 : 33cm특징 : 돌기, 미끄럼방지, 엠보싱처리",https://shopping-phinf.pstatic.net/20230322_14_18/d87a0494-4378-404e-ad04-d98e4456216c/1917893688.jpg,8900,2023-03-01,11,https://search.shopping.naver.com/catalog/38740918740
211,이고진 리셋폴 폼롤러 EPP 60cm,재질 : EPP(발포폴리프로필렌)지름 : 15cm길이 : 60cm특징 : 엠보싱처리,https://shopping-phinf.pstatic.net/20230130_09_21/afdeb673-2452-4020-bc18-7dfb532c68e9/1689838401.jpg,10820,2019-12-01,11,https://search.shopping.naver.com/catalog/21544718165
212,멜킨스포츠 리밸런스 돌기형 하드 폼롤러,"형태 : 원형재질 : EVA, PVC지름 : 15cm길이 : 33cm특징 : 돌기, 미끄럼방지",https://shopping-phinf.pstatic.net/20220922_10_27/6d9c7ade-5d38-40bf-a978-9b9b48ae900d/-781045257.jpg,18900,2018-09-01,11,https://search.shopping.naver.com/catalog/15346908456
213,파비츠 EVA 폼롤러 33cm,"재질 : EVA, PVC지름 : 14cm길이 : 33cm특징 : 돌기, 미끄럼방지, 엠보싱처리",https://shopping-phinf.pstatic.net/20230511_15_7/baec5079-65d2-4943-9964-ef125cf52505/447730477.jpg,25530,2021-12-01,11,https://search.shopping.naver.com/catalog/30222450618
214,다노샵 코르크 폼롤러,폼롤러,https://shopping-phinf.pstatic.net/main_3628247/36282471627.20221204064605.jpg?type=f640,29600,2022-12-01,11,https://search.shopping.naver.com/catalog/36282471627
215,나음케어 트라택 EVA 원형 폼롤러 91cm,형태 : 원형재질 : EVA지름 : 15cm길이 : 91cm특징 : 엠보싱처리,https://shopping-phinf.pstatic.net/main_1534204/15342047949.20220722161120.jpg?type=f640,37620,2018-09-01,11,https://search.shopping.naver.com/catalog/15342047949
216,안다르 서스테이너블 코르크 폼롤러 M,폼롤러,https://shopping-phinf.pstatic.net/main_3494048/34940488638.20220928131425.jpg?type=f640,31000,2022-09-01,11,https://search.shopping.naver.com/catalog/34940488638
217,우성레포츠 아리프 EVA 지압 마사지 폼롤러 61cm,형태 : 원형재질 : EVA지름 : 14cm길이 : 61cm특징 : 돌기,https://shopping-phinf.pstatic.net/main_2080377/20803770331.20230102121847.jpg?type=f60,19400,2019-09-01,11,https://search.shopping.naver.com/catalog/20803770331
218,에이치에스헬쓰 에이치닷피트니스 EPP 폼롤러 45cm,형태 : 원형재질 : EPP(발포폴리프로필렌)지름 : 15cm길이 : 45cm특징 : 미끄럼방지,https://shopping-phinf.pstatic.net/main_3101947/31019475618.20221221112001.jpg?type=f640,10500,2022-02-01,11,https://search.shopping.naver.com/catalog/31019475618
219,이고진 마사지 리셋폴 33cm 돌기지압형 폼롤러,"형태 : 원형재질 : EVA, PVC지름 : 14.2cm길이 : 33cm특징 : 돌기",https://shopping-phinf.pstatic.net/20220412_15_22/d33875cf-f894-4771-b34d-6e1a47a09598/-549336772.jpg,7180,2016-10-01,11,https://search.shopping.naver.com/catalog/10418829653
220,안다르 릴렉스 폼롤러 II L,폼롤러,https://shopping-phinf.pstatic.net/main_3321243/33212434004.20220630150250.jpg?type=f640,19900,2022-07-01,11,https://search.shopping.naver.com/catalog/33212434004
221,멜킨스포츠 NBR 스탠다드 요가매트 10MM,"두께 : 10mm부가기능 : 미끄럼방지, 안티스크래치, 라운딩마감, 밴드내장색상 : 블랙, 그레이, 블루, 네이비, 핑크, 퍼플, 민트재질 : NBR",https://shopping-phinf.pstatic.net/20230314_11_11/bb9515a3-285d-4bde-8ad6-257ee67eef7a/-10447751.jpg,8600,2017-12-01,12,https://search.shopping.naver.com/catalog/13030770701
222,이화에스엠피 스포틀러 NBR 요가매트 스탠다드 10mm,"두께 : 10mm가로 : 61cm세로 : 183cm부가기능 : 미끄럼방지, 안티스크래치, 라운딩마감, 밴드내장색상 : 블랙, 블루, 퍼플재질 : NBR",https://shopping-phinf.pstatic.net/main_3845039/38450390618.20230411145308.jpg?type=f60,9900,2023-03-01,12,https://search.shopping.naver.com/catalog/38450390618
223,오짐 NBR 스탠다드 프리미엄 요가매트 15mm 두꺼운 홈트매트,"두께 : 15mm부가기능 : 라운딩마감색상 : 블랙, 핑크, 퍼플재질 : NBR",https://shopping-phinf.pstatic.net/20220418_09_6/a8644f8a-6cba-4dcd-b7c5-01f43b76081d/1215105966.jpg,16800,2022-02-01,12,https://search.shopping.naver.com/catalog/30879186618
224,오짐 TPE 스탠다드 요가매트 6mm,"두께 : 6mm부가기능 : 미끄럼방지, 라운딩마감색상 : 블루, 네이비, 스카이, 옐로우그린, 핑크재질 : TPE",https://shopping-phinf.pstatic.net/20220325_16_6/49368302-4e9d-48f2-9bbd-93489f21f25c/53979876.jpg,16800,2022-03-01,12,https://search.shopping.naver.com/catalog/31316383619
225,모아그룹 모아클래스 리버서블 TPE 요가매트 6mm,"두께 : 6mm부가기능 : 미끄럼방지, 라운딩마감, 밴드내장색상 : 블루, 네이비, 스카이, 그린, 오렌지, 퍼플, 브라운, 민트, 베이지재질 : TPE",https://shopping-phinf.pstatic.net/main_2958751/29587511618.20230216133548.jpg?type=f60,29900,2021-11-01,12,https://search.shopping.naver.com/catalog/29587511618
226,에이치에스헬쓰 에이치닷피트니스 3단 폴딩 홈트 운동매트 일반형 60x180x5cm,"두께 : 50mm부가기능 : 미끄럼방지색상 : 블랙, 그레이, 실버, 화이트, 블루, 네이비, 핑크, 퍼플, 아이보리재질 : PE, PU",https://shopping-phinf.pstatic.net/main_3655990/36559901618.20221216101351.jpg?type=f60,39900,2022-12-01,12,https://search.shopping.naver.com/catalog/36559901618
227,밸런시스 TPE 요가매트 10mm,"두께 : 10mm부가기능 : 미끄럼방지, 안티스크래치, 라운딩마감색상 : 그레이, 네이비, 퍼플, 아이보리재질 : TPE",https://shopping-phinf.pstatic.net/main_1345251/13452512196.20210222142013.jpg?type=f60,35900,2018-02-01,12,https://search.shopping.naver.com/catalog/13452512196
228,잡잡 NBR 요가매트 스탠다드 10mm,"두께 : 10mm부가기능 : 라운딩마감, 밴드내장색상 : 블랙, 블루, 핑크, 퍼플재질 : NBR",https://shopping-phinf.pstatic.net/20221110_09_23/6f67b59f-4ac2-485d-b2a8-ad1bb8002c1e/789413063.jpg,12400,2021-11-01,12,https://search.shopping.naver.com/catalog/29880612618
229,레토 NBR 요가매트 LYM-N16 16mm,"두께 : 16mm부가기능 : 미끄럼방지, 라운딩마감, 밴드내장색상 : 그레이, 핑크, 퍼플, 민트재질 : NBR",https://shopping-phinf.pstatic.net/main_2482313/24823139523.20230405134521.jpg?type=f60,13500,2020-11-01,12,https://search.shopping.naver.com/catalog/24823139523
